STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MARKET_TYPE,Market type,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,50.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,51.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,51.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,53,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,54.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,55.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,57,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,58.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,62,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,67,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,31.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,38.1,,B,Time series break,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,38.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,41.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,42.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,44.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,46.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,47.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,48,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,48.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,51.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,54.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,57.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,83.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,84.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,84.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,85.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,88.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,89.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,92.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,91.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,95.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,99.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,101.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FIN,Finland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,105.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,70.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,74.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,75.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,77.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,76.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,69.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,72.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,74.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,75.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,77,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,79.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,76.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,HUN,Hungary,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,75.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,55.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,56,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,66.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,66.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,71.1,,B,Time series break,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,72.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,75.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,76.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,78.1,,B,Time series break,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,79.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,81.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,84.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,88.6,,P,Provisional value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,81.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,82.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,83.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,83.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,83.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,82.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,83.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,83.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,85.9,,B,Time series break,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,88.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,91,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DEU,Germany,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,93.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,72.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,72.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,74.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,75.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,75,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,75.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,76.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,77.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,75.1,,D,Definition differs,,,,,0,Units,,
